"ID","时间","分类","类型","金额","币种","账户1","账户2","备注","已报销","手续费","优惠券","记账者","账单标记","账单图片"
"qj162528074321310994","2021-07-03 10:52","果坚奶","支出","18.5","CNY",,,"大西瓜，1块3","","","",,,
"qj162520073539213672","2021-07-02 12:38","果坚奶","支出","19.9","CNY",,,"酸奶","","","",,,
"qj162520003212710936","2021-07-02 12:26","其它","收入","5.0","CNY",,,"信用卡还款红包","","","",,,
"qj162511438710111785","2021-07-01 12:39","生活","支出","2.9","CNY",,,"擀面杖","","","",,,
"qj162511319007915470","2021-07-01 12:19","生活","支出","26.93","CNY",,,"","","","",,,
"qj162511291779911377","2021-07-01 12:15","生活","支出","10.0","CNY",,,"vpn","","","",,,
"qj162506723161811796","2021-06-30 23:33","三餐","支出","2.5","CNY",,,"","","","",,,
"qj162497834104317905","2021-06-29 22:52","三餐","支出","10.9","CNY",,,"","","","",,,
"qj162487734983711032","2021-06-28 18:48","其它","收入","5.0","CNY",,,"信用卡充值红包","","","",,,
"qj162478372710618288","2021-06-27 16:48","三餐","支出","5.0","CNY",,,"3玉米","","","",,,
"qj162478328130111965","2021-06-27 16:41","三餐","支出","5.4","CNY",,,"","","","",,,
"qj162478327211113299","2021-06-27 16:41","果坚奶","支出","7.9","CNY",,,"桃","","","",,,
"qj162472561424119063","2021-06-27 00:40","社交","支出","88.0","CNY",,,"烤肉","","","",,,
"qj162470877345018667","2021-06-26 19:59","三餐","支出","10.8","CNY",,,"","","","",,,
"qj162470875300711351","2021-06-26 19:58","三餐","支出","7.2","CNY",,,"西葫芦和豇豆","","","",,,
"qj162460344019011802","2021-06-25 14:44","水电","支出","55.0","CNY",,,"","","","",,,
"qj162460343549918441","2021-06-25 14:43","房租","支出","850.0","CNY",,,"","","","",,,
"qj162459043229716618","2021-06-25 11:07","三餐","支出","3.0","CNY",,,"","","","",,,
"qj162449802800211209","2021-06-24 09:27","三餐","支出","2.9","CNY",,,"","","","",,,
"qj162449786366416033","2021-06-24 09:24","三餐","支出","5.0","CNY",,,"包子","","","",,,
"qj162446108281413920","2021-06-23 23:11","三餐","支出","6.2","CNY",,,"","","","",,,
"qj162426658727818184","2021-06-21 17:09","生活","支出","4.8","CNY",,,"淘宝会员","","","",,,
"qj162424753032816599","2021-06-21 11:51","树","支出","10.0","CNY",,,"请树吃冰激凌🍨！打起精神！加油！","","","",,,
"qj162416517744411411","2021-06-20 12:59","三餐","支出","6.7","CNY",,,"","","","",,,
"qj162416517338317912","2021-06-20 12:59","三餐","支出","6.4","CNY",,,"面条饼丝","","","",,,
"qj162416516073317158","2021-06-20 12:59","三餐","支出","10.9","CNY",,,"","","","",,,
"qj162416515611512818","2021-06-20 12:59","三餐","支出","5.2","CNY",,,"","","","",,,
"qj162416515123215936","2021-06-20 12:59","三餐","支出","1.9","CNY",,,"","","","",,,
"qj162416514689316902","2021-06-20 12:59","三餐","支出","3.7","CNY",,,"","","","",,,
"qj162416514205719974","2021-06-20 12:59","果坚奶","支出","9.99","CNY",,,"酸奶1l","","","",,,
"qj162416512869818241","2021-06-20 12:58","三餐","支出","4.9","CNY",,,"","","","",,,
"qj162416512340019125","2021-06-20 12:58","三餐","支出","4.7","CNY",,,"","","","",,,
"qj162410569507411121","2021-06-19 20:28","三餐","支出","7.0","CNY",,,"","","","",,,
"qj162402707729614210","2021-06-18 22:37","三餐","支出","2.0","CNY",,,"","","","",,,
"qj162380667266616121","2021-06-16 09:24","三餐","支出","20.0","CNY",,,"","","","",,,
"qj162372552960416573","2021-06-15 10:52","三餐","支出","15.0","CNY",,,"","","","",,,
"qj162372044058119113","2021-06-15 09:27","三餐","支出","23.0","CNY",,,"馒头面条油","","","",,,
"qj162368205195612447","2021-06-14 22:47","短途交通","支出","6.0","CNY",,,"","","","",,,
"qj162364680806412477","2021-06-14 12:59","短途交通","支出","8.0","CNY",,,"805到邯郸","","","",,,
"qj162345774409111117","2021-06-12 08:29","三餐","支出","3.0","CNY",,,"","","","",,,
"qj162345770209411940","2021-06-12 08:28","三餐","支出","4.6","CNY",,,"","","","",,,
"qj162337885527518631","2021-06-11 10:34","主业","收入","7434.85","CNY",,,"","","","",,,
"qj162328803682513728","2021-06-10 09:20","三餐","支出","2.0","CNY",,,"","","","",,,
"qj162311542812013963","2021-06-08 09:23","三餐","支出","9.6","CNY",,,"","","","",,,
"qj162306895482716357","2021-06-07 20:29","果坚奶","支出","18.9","CNY",,,"酸奶x20","","","",,,
"qj162299280125916015","2021-06-06 23:19","果坚奶","支出","5.8","CNY",,,"豆浆粉","","","",,,
"qj162287314710811959","2021-06-05 14:05","三餐","支出","8.6","CNY",,,"","","","",,,
"qj162287314199614335","2021-06-05 14:05","零食","支出","3.0","CNY",,,"","","","",,,
"qj162286806531119178","2021-06-05 12:41","三餐","支出","27.8","CNY",,,"","","","",,,
"qj162286804720610186","2021-06-05 12:40","果坚奶","支出","11.1","CNY",,,"","","","",,,
"qj162264753593818655","2021-06-02 23:25","三餐","支出","8.7","CNY",,,"","","","",,,
"qj162256296893511964","2021-06-01 23:56","三餐","支出","4.5","CNY",,,"鸡蛋","","","",,,
"qj162256295913819153","2021-06-01 23:55","果坚奶","支出","12.0","CNY",,,"香蕉","","","",,,
"qj162247701445110118","2021-06-01 00:03","生活","支出","10.0","CNY",,,"","","","",,,
"qj162245534486411403","2021-05-31 18:02","三餐","支出","16.0","CNY",,,"","","","",,,
"qj162244295910416666","2021-05-31 14:35","长途交通","支出","64.5","CNY",,,"","","","",,,
"qj162244291756819293","2021-05-31 14:35","长途交通","支出","64.5","CNY",,,"","","","",,,
"qj162237910771311903","2021-05-30 20:51","三餐","支出","11.0","CNY",,,"","","","",,,
"qj162237221326115548","2021-05-30 18:56","三餐","支出","2.0","CNY",,,"","","","",,,
"qj162236186781614270","2021-05-30 16:04","短途交通","支出","5.0","CNY",,,"","","","",,,
"qj162235796345510068","2021-05-30 14:59","三餐","支出","12.0","CNY",,,"","","","",,,
"qj162235795441610143","2021-05-30 14:59","果坚奶","支出","30.9","CNY",,,"","","","",,,
"qj162228612311416092","2021-05-29 19:02","三餐","支出","3.0","CNY",,,"","","","",,,
"qj162228542982811351","2021-05-29 18:50","生活","支出","1.0","CNY",,,"","","","",,,
"qj162226724682618121","2021-05-29 13:47","生活","支出","4.8","CNY",,,"","","","",,,
"qj162226121944015455","2021-05-29 12:06","三餐","支出","16.0","CNY",,,"","","","",,,
"qj162224236522816219","2021-05-29 06:52","三餐","支出","6.0","CNY",,,"","","","",,,
"qj162221092034410003","2021-05-28 22:08","主业","收入","5087.41","CNY",,,"华为海外分红","","","",,,
"qj162220027121510219","2021-05-28 19:11","三餐","支出","15.1","CNY",,,"","","","",,,
"qj162216957598915033","2021-05-28 10:39","三餐","支出","1.0","CNY",,,"","","","",,,
"qj162216956317117533","2021-05-28 10:39","三餐","支出","13.0","CNY",,,"","","","",,,
